16005120,12991488,5061888,993024,7611136,9967872,2375168,16715776
6232576,14557184,5838592,1247488,5380608,4140032,12982272,8064768
2776577,9593856,12650752,10191104,12472320,6890240,5912064,9507840
5178116,1755904,15753728,14352896,13304832,10032128,12260864,5052160
10828546,1383424,4392192,4919040,7471872,7799552,10685440,9044480
388864,7664896,9334528,2709248,13449216,16406016,6701824,14886656
15564808,2838528,6241024,1972224,6436864,4985600,4462336,12913408
12526593,142593,4529152,11865344,15665920,3873536,6101760,7475456
598283,3519495,9862144,9639171,12401408,15029504,412672,1594880
13082628,2215424,8417024,4832000,2703104,14029056,1644032,1456896
757511,6992641,13962497,11302400,7909888,7098880,8995072,11675392
4800266,12494082,16497152,11486720,11496448,15616512,3033600,7234816
3293193,1292288,9018624,2401280,851456,9400320,3553024,11115264
10987029,15410451,8902403,7575554,6558721,9402881,12579073,7155969
1654024,9095169,7074816,11354624,15887360,1388800,16730880,11943424
4058642,9287174,15121152,1640450,6977537,5564928,5789953,15826432
10168080,16674052,12967425,4908544,8069889,4151296,7047680,15631360
7322922,3041554,16550402,3457283,16599809,6928385,16460801,6304769
10440205,4786434,11751424,10995200,14552064,16524032,6954752,1323520
8795916,2289153,9185792,1347328,11417856,4101376,5596416,411136
357643,4235008,3773952,1076480,5530112,11544576,6693376,13834752
5910800,14487298,4765697,15107840,2346240,1010688,545024,12664832
13150985,6649345,874752,12532480,464640,8396032,1581568,6885376
3184387,1346816,1379072,3354624,8525312,7803904,10098944,2429440
13928715,4785665,4667136,7047936,12668160,14112512,13769984,15345664
3525384,13834759,6563328,2202625,630785,8498432,3847680,15959552
3669517,5540368,5467906,12572416,10479872,14400000,96768,13914114
16326673,4506883,2836992,14879233,1432320,7031296,1092096,7626496
13582095,9381390,7664896,10170884,11247361,4521472,5562368,3448832
15118349,9503746,10597632,14178816,14395392,16530688,11948800,14169344
9635335,5156867,14846209,15031296,6778368,1464576,10707712,347648
3797268,9927939,16528130,2125568,2769664,3168256,6314752,14957056
1051911,1697558,12142084,11546115,1884416,1028352,10274304,8709120
582439,16458507,5674755,12485122,3485698,5049090,2317569,15871745
850692,4874241,186624,6794752,11677184,16402944,16139776,3813120
12833293,6353156,2235392,12995072,5516288,730880,6067968,9975808
253447,14040846,431617,7408130,9976833,1308928,14917120,15247617
9656851,12018690,3606273,6295552,11810816,3422720,14238976,2497536
8184084,7041027,1368832,5409792,9409024,8282624,14182144,4800768
11847950,808708,15988992,11864065,14896128,3508992,13313025,11365632
16399119,15828498,10800130,8306432,1760513,13324800,14870273,5158912
1889548,8715013,8694528,2719744,15681280,405504,4728320,6498816
11071247,100866,10948609,11045376,11489024,16723712,7542528,10098176
4360710,15025664,12199680,5118976,1710336,205056,467968,11997440
4017965,4472854,4435974,15072256,14293506,6141952,4735488,12995840
3281675,1769985,14505984,4402432,14621184,14419968,2496512,12453376
2416921,11542274,1131776,6203392,6132224,6260480,11951360,5455616
15190276,8672512,16123136,6228736,7799552,16712448,10159360,14745856
2610438,14616321,7017728,4606720,16601600,15962624,12662784,15616768
7133728,7974658,13926656,4218113,15229952,535808,2760960,6567424
3356171,7870976,16451840,15075840,13764352,1770240,3932928,1443072
9225745,6047757,6122241,2987776,1438208,1851392,13251584,7487744
13831947,13268481,1997824,11947264,5647360,11352832,6574080,15149312
4524556,11279877,13033984,3358208,7775488,1190912,4472320,16064000
3036171,2421514,13203202,7170049,11821312,8152576,2338048,2574849
3116802,15868672,6752512,8389120,2884864,12583936,12387072,4523520
4341760,4469760,9528576,1394688,4605696,15047936,12792832,11674368
9932310,2616324,11255296,11106305,4164608,14116096,4302080,482816
6741786,16600836,13261568,15930371,4024064,4488192,15902464,8224768
7997193,12647435,11531777,10120961,4072451,4315904,11913217,326656
9050647,14729225,11124737,9232640,13987328,3315712,13617920,16160768
8631554,5644801,4267776,985088,9178112,3083776,15665152,10685696
2406401,7747072,11080192,10030848,13699584,13371904,6294784,10552064
5296386,1014016,1845504,96256,5716480,16453376,2561536,5185792
11945482,6409984,948736,2188544,4073216,2103296,6628864,3219712
2913545,3311874,4440577,2707712,4670720,10906880,9065728,8136448
1757731,5094919,12539392,15738624,16441088,5509377,10780928,5006336
